Dec_Output X,Dec_Output Y
0.001957,62
0.001958,62
0.001959,63
0.00196,63
0.001961,63
0.001962,63
0.001963,63
0.001964,63
0.001965,63
0.001966,63
0.001967,63
0.001968,63
0.001969,62
0.00197,61
0.001971,61
0.001972,60
0.001973,59
0.001974,58
0.001975,57
0.001976,56
0.001977,55
0.001978,54
0.001979,52
0.00198,51
0.001981,50
0.001982,48
0.001983,47
0.001984,45
0.001985,43
0.001986,42
0.001987,40
0.001988,38
0.001989,37
0.00199,35
0.001991,33
0.001992,31
0.001993,29
0.001994,28
0.001995,26
0.001996,24
0.001997,23
0.001998,21
0.001999,19
0.002,18
0.002001,16
0.002002,14
0.002003,13
0.002004,12
0.002005,10
0.002006,9
0.002007,8
0.002008,7
0.002009,5
0.00201,4
0.002011,4
0.002012,3
0.002013,2
0.002014,1
0.002015,1
0.002016,0
0.002017,0
0.002018,0
0.002019,0
0.00202,0
0.002021,0
0.002022,0
0.002023,0
0.002024,0
0.002025,0
0.002026,1
0.002027,2
0.002028,2
0.002029,3
0.00203,4
0.002031,5
0.002032,6
0.002033,7
0.002034,8
0.002035,9
0.002036,11
0.002037,12
0.002038,14
0.002039,15
0.00204,17
0.002041,18
0.002042,20
0.002043,21
0.002044,23
0.002045,25
0.002046,27
0.002047,28
0.002048,30
0.002049,32
0.00205,34
